"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-08-17,05:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"On an electric wire and then started flying.
In suburban region of Kyoto city.

bird-seen:yes

playback-used:no",,191974,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-07-10,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, call, juvenile","A group of fledglings were begging for food.   In suburban region of Kyoto city.


bird-seen:yes

playback-used:no",,191827,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-08-19,05:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, juvenile","In suburban region of Kyoto city.  Three young birds were preening on an electric wire
and then flew away.

bird-seen:yes

playback-used:no","Yungipicus kizuki,Motacilla grandis",191538,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-08-19,05:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, juvenile","In suburban region of Kyoto city.  Three young birds were preening on an electric wire
and then flew off.

bird-seen:yes

playback-used:no",,191537,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-08-16,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, flight call","In suburban region of Kyoto city.   Flying over.
 

bird-seen:yes

playback-used:no",,191112,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-07-20,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"flight call","In suburban region of Kyoto city.   Flying and feeding.
Low-frequency artificial noise has been suppressed.


bird-seen:yes

playback-used:no",,190856,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",rufula,"Bram Piot",2014-07-20,09:00,"Near Agia Efimia, Kephalonia, Ionian Islands",Greece,38.2847,20.5854,380,call,"Ca. 5 birds sitting on telephone wires, uttering a few calls and short song phrase

bird-seen:yes

playback-used:no","Cyanistes caeruleus",188710,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",japonica,"Frank Lambert",2014-05-15,16:00,"nr Qinghuazhen, Shangrao, Jiangxi",China,29.3947,117.7835,120,"call, song","Near a nest in a small village

bird-seen:yes

playback-used:no",,186519,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Patrik Åberg",2013-04-03,08:47,"PN de Monfrague, Extremadura",Spain,39.8427,-5.9972,280,call,"

bird-seen:yes

playback-used:no",,148621,//creativecommons.org/licenses/by-nc-sa/3.0/
"Red-rumped Swallow","Cecropis daurica",,"Simone Todisco",2013-08-17,18:30,"Monopoli, Bari, Apulia",Italy,40.8921,17.2762,280,"begging call, juvenile","

bird-seen:yes",,145578,//creativecommons.org/licenses/by-nc-sa/3.0/
"Red-rumped Swallow","Cecropis daurica",,"Francesco Sottile",2013-07-08,10:30,"Civita, Cosenza, Calabria",Italy,39.8114,16.3028,320,"flight call","One pair near the nest

bird-seen:yes

playback-used:no",,144856,//creativecommons.org/licenses/by-nc-sa/3.0/
"Red-rumped Swallow","Cecropis daurica",,"Fernand DEROUSSEN",2000-05-07,?,"Akçakent, Nizip, Gaziantep",Turkey,37.0398,37.7737,500,call,"

bird-seen:yes

playback-used:no",,134475,//creativecommons.org/licenses/by-nc-nd/3.0/
"Red-rumped Swallow","Cecropis daurica",,Marc,2012-05-01,10:00,"General Kolevo, Dobrich-Selska, Dobrich Province",Bulgaria,43.6601,27.9545,0,call,"2 birds flying by

bird-seen:yes

playback-used:no",,133800,//creativecommons.org/licenses/by-nc-sa/3.0/
"Red-rumped Swallow","Cecropis daurica",daurica,"Frank Lambert",2012-06-24,11:00,"Changqing Town, Shaanxi",China,33.595,107.54,1100,"call, juvenile","A young bird sitting on a wire along the main street, presumably fledged from a nes4 under the eaves of nearby houses. Part of same group of birds as on XC113322-23. Already able to fly.

bird-seen:yes

playback-used:no","Passer montanus",113325,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",daurica,"Frank Lambert",2012-06-24,11:00,"Changqing Town, Shaanxi",China,33.595,107.54,1100,call,"Several adults and young birds sitting on a wire along the main street, nesting under the eaves of nearby houses. Calls of same birds as on XC113322-23

bird-seen:yes

playback-used:no",,113324,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",daurica,"Frank Lambert",2012-06-24,11:00,"Changqing Town, Shaanxi",China,33.595,107.54,1090,call,"Several adults and young birds sitting on a wire along the main street, nesting under the eaves of nearby houses

bird-seen:yes

playback-used:no",,113322,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"vir joshi",2012-02-11,"10:00 am","saldi pond",India,21.576,71.325,10,song,,"Hirundo rustica",94602,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2011-04-21,10:00,"La Socarrada, Bellaguarda, Catalunya",Spain,41.325,0.735,600,"song in flight",,,76894,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2011-04-20,17:00,"Cala Moresca, Monte Argentario, Grosseto",Italy,42.4209,11.0951,250,"flight call","one pair near the nest.",,76877,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2010-07-20,06:00,"Cala Moresca, Monte Argentario, Grosseto",Italy,42.4209,11.0951,250,call,"perched near mud and in flight",,76876,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Louis A. Hansen",2007-03-08,?,"Chervemba-area_ca.2250m, Ndundulu Forest, Udzungwa Mts",Tanzania,-7.7334,36.4956,2250,Call,"Up to 10 individual fouraging along the ridge - potential breeding area with african black swift breeding too",,69849,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2010-07-20,06:00,"Cala Moresca, Monte Argentario, Grosseto",Italy,42.4209,11.0951,200,"flight call",,,67363,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2010-07-20,06:00,"Cala Moresca, Monte Argentario, Grosseto",Italy,42.4209,11.0951,200,call,"two birds are on the ground collecting mud for nest","Sylvia atricapilla",67362,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Sander Bot",2010-01-08,?,"Baga Fields, Goa",India,15.562,73.757,3,song,"bird was perched on an electricity wire",,44819,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2009-08-29,19:47,Bellaguarda,Spain,41.3359,0.737,650,song,,,39897,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2009-08-09,19:34,"Bellaguarda, Les Garrigues, Catalunya",Spain,41.3359,0.737,650,call,"adults near a nest.",,38358,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",rufula,"Juan Malo de Molina",2009-07-29,08:30,"Fontenebro, Collado Villalba, Madrid",Spain,40.6553,-3.967,980,"flight call","Current scientific name is Cecropis daurica.",,37228,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2007-05-22,11:30,"Porto Ercole, Argentario, Grosseto",Italy,42.4042,11.2059,0,"call, song","For more sonograms and recordings check my website: www.birdsongs.it",,35178,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Marco Dragonetti",2007-05-18,11:30,"Porto Ercole, Argentario, Grosseto",Italy,42.4042,11.2059,0,call,"A pair near the nest",,35177,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",erythropygia?,"Stuart Fisher",2006-02-06,a.m,"Odayam, Varkala, Kerala ",India,8.7517,76.6937,0,call,"A small flock containing probable 1st year birds feeding above palms","Acridotheres tristis,Corvus splendens",31620,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-rumped Swallow","Cecropis daurica",,"Common Jeff（麻杰夫）",2022-05-04,11:00,"Shahe Reservoir, Beijing",China,40.1359,116.2975,40,"call, flight call","

bird-seen:yes

playback-used:no",,722419,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Danuta Peplowska-Marczak",2021-06-19,09:30,"Kolasin, Kolašin Municipality",Montenegro,42.8297,19.5165,950,"adult, call, female, juvenile, male","Fiew Ad. i juv.

bird-seen:yes

playback-used:no",,699938,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Danuta Peplowska-Marczak",2021-06-19,09:30,"Kolasin, Kolašin Municipality",Montenegro,42.8297,19.5165,950,"adult, call, female, juvenile, male","Fiew Ad. i juv.

bird-seen:yes

playback-used:no",,699937,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Antonio Xeira",2017-12-13,12:30,"Bondla Wildlife Sanctuary , North Goa, Goa",India,15.4346,74.0985,320,"adult, call, life stage uncertain, sex uncertain","Calls at 0:0 and 0:25

bird-seen:yes

playback-used:no",,688583,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2021-04-05,10:00,"Bellaguarda, Les Garrigues, Catalunya",Spain,41.3359,0.737,650,"flight call, sex uncertain","

bird-seen:yes

playback-used:no",,638732,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Christian Kerihuel",2021-03-31,09:00,"Leucate, Aude, Occitanie",France,42.9496,3.0279,0,"flight call",,,637458,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stein Ø. Nilsen",2018-12-16,15:30,"Mullers Mountain Lodge, Lushoto, Tanga Region",Tanzania,-4.7611,38.3342,1600,"call, flight call, life stage uncertain, sex uncertain","

bird-seen:yes

playback-used:no","Corvus albus",587231,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Eduardo Realinho",2020-05-13,19:00,"Campiña Sur (near  Llera), Badajoz, Extremadura",Spain,38.4893,-6.0756,380,"flight call","High-pass 1000hz

Normalized -12db

bird-seen:yes

playback-used:no",,558233,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Peter Boesman",2019-10-31,15:00,"South Pare mountains, Kilimanjaro",Tanzania,-4.1581,37.8695,,call,"Call in flight",,509983,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2019-09-05,06:50,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, juvenile","Same juvenile bird as in XC495942.  In flight.


bird-seen:yes

playback-used:no",,495943,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2019-09-05,06:50,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, juvenile","Juvenile bird calling on a wire.


bird-seen:yes

playback-used:no","Aegithalos caudatus",495942,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2019-06-08,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Starting with call of Zosterops japonicus (probably unrelated),
followed by unidentified
unfamiliar phrases (twice).  2.5s cut at 0:02.
I didn't hear any Garrulus glandarius before or after this.
In mountain forest near Kyoto city.

I noticed that this call was from a red-rumped swallow flying above.
It was in forest and I didn't imagine this species.


bird-seen:no

playback-used:no","Zosterops japonicus",479591,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2019-06-02,08:40,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Rather unfamiliar voice, but it was apparently from a flying bird
of this species.


bird-seen:no

playback-used:no",,478273,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jorge Leitão",2018-08-20,14:01,"Ludo (Quinta do Lago near Almancil), Loulé, Faro",Portugal,37.025,-8.0137,0,"flight call","

bird-seen:yes

playback-used:no",,437891,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Bernard BOUSQUET",2018-06-09,10:30,"Ngorongoro, Arusha Region",Tanzania,-3.2568,35.5355,2400,"flight call","Stop ""Point of view"" from the top of the crater.
Swallows in flight with rufous belly.
I think of Red-rumped swallow (Cecropis daurica)
Thank you for advises
Bernard
********************

bird-seen:yes

playback-used:no",,436739,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Danuta Peplowska-Marczak",2017-07-21,09:30,"Galicnik, Municipality of Mavrovo ",Macedonia,41.5937,20.6541,1400,call,"

bird-seen:yes

playback-used:no",,436340,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Danuta Peplowska-Marczak",2017-07-21,09:30,"Galicnik, Municipality of Mavrovo ",Macedonia,41.5937,20.6541,1400,call,"

bird-seen:yes

playback-used:no",,436339,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2018-09-14,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Another type of call.  Voice in flight.


bird-seen:yes

playback-used:no",,434074,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2018-09-14,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Voice in flight (and foraging).


bird-seen:yes

playback-used:no",,434073,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Joost van Bruggen",2018-08-07,08:52,"El Condado (near  Almonte), Huelva, Andalucía",Spain,37.0472,-6.5665,40,"call, contact call, flight call, song","Flying around at the visitor centre, at the end some Barns Swallows interfere

bird-seen:yes

playback-used:no","Hirundo rustica",430819,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jorge Leitão",2017-08-16,09:58,"Ria de Alvor, Mexilhoeira Grande, Portimão, Faro",Portugal,37.1299,-8.6099,0,"call, song","

bird-seen:yes

playback-used:no",,430742,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423984,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423983,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423980,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423974,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423913,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,subsong,"

bird-seen:yes

playback-used:no",,423912,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423911,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423903,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-05-26,13:00,"Sierra de Cádiz (near  Grazalema), Cádiz, Andalucía",Spain,36.7474,-5.4496,750,"flight call","

bird-seen:yes

playback-used:no",,417707,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Peter Boesman",2018-05-05,15:00,"Póvoa de São Miguel, Mourão, Beja",Portugal,38.3037,-7.3294,170,call,"Two birds around a puddle to get mud.",,416672,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Terje Kolaas",2017-03-10,13:00,Marrakech,Morocco,31.6386,-8.0055,460,song,"

bird-seen:yes

playback-used:no",,383546,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",japonica,"Guy Kirwan",2017-04-24,07:00,"Shangrao, Jiangxi",China,29.1689,117.8414,80,call,"Both Red-rumped and Barn Swallows calling occasionally as they collected mud from the ground in a farmyard.

bird-seen:yes

playback-used:no","Hirundo rustica",379520,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2017-04-27,18:30,"Hyères, Var, Provence-Alpes-Côte d'Azur",France,43.0671,6.138,0,"flight call","

bird-seen:yes

playback-used:no",,371021,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",emini,"Frank Lambert",2015-12-01,10:39,"Malawi-Zambia border nr Chelinda, Nyika NP, Chitipa, Northern Region",Zambia,-10.5714,33.6891,2100,"flight call","Although the birds were seen, views were poor and there is a small possibility that this was in fact Red-breasted Swallow C. semirufa but the voice does not seem to match that species. The birds were flying around exposed rocks where they were possibly breeding.

bird-seen:yes

playback-used:no",,365003,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2016-08-21,19:41,"Serrall de les Espadelles, El Priorat, Catalunya",Spain,41.3196,0.7883,700,"flight call","

bird-seen:yes

playback-used:no",,334160,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-08-30,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Voice of adults near the nesting site (cf. XC333007).

bird-seen:yes

playback-used:no",,333008,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-08-30,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, call, juvenile, voice of fledglings","Fledgling from the second clutch in this season.    Also begging calls
during visits of the parents.


bird-seen:yes

playback-used:no",,333007,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",rufula,"Lars Lachmann",2016-07-25,06:00,"Tochni, Larnaka",Cyprus,34.7685,33.3206,100,"flight call","3 flight calls given by a bird flying past together with 3 other birds

bird-seen:yes

playback-used:no",,330925,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-07-24,?,"zona de playa, algeciras, cádiz, andalucía",Spain,36.1666,-5.435,?,"flight call","Volando cerca de un antiguo bunquer militar avandonado que se encuentra en una playa tranquila.

bird-seen:yes

playback-used:no",,330427,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-25,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"alarm call?, call","Near the colony.  The bird repeated issued this notes
when crows came close to the nest.  Alarm call?


bird-seen:yes

playback-used:no","Corvus macrorhynchos,Passer montanus",323997,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-17,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,song,"Near the breeding colony.

bird-seen:yes

playback-used:no","Passer montanus",322086,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-15,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, call, voice of nestlings","Voice of nestlings (when fed).

bird-seen:yes

playback-used:no","Hypsipetes amaurotis",321645,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-03-26,?,"arroyo algarbe, hinojos, huelva, andalucía",Spain,37.3006,-6.3783,?,"male, song","El ecosistema consiste en un arroyo seco en la mayor parte de su recorrido, pero la cercanía del nivel freático a la superficie permite la existencia de bosques de álamo, tarajales y carrizal que aunque han sido eliminados en gran parte aún quedan fragmentos. Más allá hay un mosaico de pinar, olivares, algunos restos de alcornocal-encinar, viñedos y cultivos de leguminosas y cereal.

bird-seen:yes

playback-used:no",,310524,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Cedric Mroczko",2016-02-28,12:35,"Zouiet El Mgaiez, Haouaria, Nabeul",Tunisia,36.9585,10.8658,10,"flight call","High-pass filtered (500Hz, 6dB)

bird-seen:yes

playback-used:no",,310321,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",japonica,"Qin Huang",2016-02-27,11:30,"Qianqiao, Yingde, Qingyuan Shi, Guangdong Sheng",China,24.283,113.3437,30,song,"

bird-seen:yes

playback-used:no",,307163,//creativecommons.org/licenses/by-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Guido O. Keijl",2014-01-24,09:00,"Tanomah, Aseer Province","Saudi Arabia",18.9633,42.1312,2300,"flight call","Two birds feeding.

bird-seen:yes

playback-used:no",,293058,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2015-06-28,?,"parque del alamillo, sevilla, andalucía",Spain,37.4176,-5.9972,?,"flight call","Gran parque periurbano basado plenamente en vegetación autóptona. Cerca de él pasa el río Guadalquivir y se ha aprovechado su curso para hacer dos lagunas que también disponen de vegetación riparia. A causa de todo ésto el lugar cuenta con una gran diversidad ornítica.

bird-seen:yes

playback-used:no",,282735,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2015-06-10,?,"parque infanta elena, sevilla, andalucía",Spain,37.3929,-5.931,?,"male, song","Revoloteando cerca de un puente. Pinar abierto poco saludable, con bastantes árboles enfermos o muertos. También un pequeño estanque con algunos algarrobos y árboles de ribera.

bird-seen:yes

playback-used:no",,279611,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2015-05-27,?,"cerca del pantano de la minilla, sevilla, andalucía",Spain,37.7151,-6.2141,?,"female, flight call, male, song","Una pareja volando cerca de un almacén de pienso donde presumiblemente tienen su nido. El hábitat consiste en bosque mediterráneo de quercíneas y acebuches mezclado con matorral. El suelo es más bien escarpado y hay algunos valles en los que se acumula más la humedad y son de carácter más humbrío. También hay algunos cultivos y la zona está salpicada de construcciones destinadas al ganado, como almacenes, cercados, etc.


bird-seen:yes

playback-used:no",,278426,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-09-30,?,"sobral de adiça",Portugal,38.0272,-7.2861,?,"flight call","Drink in fly. Bebiendo en vuelo en un charco cerca de un bar de carretera.

bird-seen:yes

playback-used:no",,199570,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-09-16,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Rather distant on an electric wire.  Repeated phrases.
In suburban region of Kyoto city.


bird-seen:yes

playback-used:no","Zosterops japonicus,Hypsipetes amaurotis",195713,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-09-06,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, flight call","Birds in flight.
In suburban region of Kyoto city.

bird-seen:yes

playback-used:no","Corvus macrorhynchos",194355,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Mandar Bhagat",2013-06-16,01:00,"Ponda, North Goa, Goa",India,15.3905,74.0178,60,song,"Extract from Video 

bird-seen:yes

playback-used:no",,192213,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-08-16,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"call, flight call","In suburban region of Kyoto city.   Flying over.   Cicada sounds contaminate.
Low-frequency noise has been suppressed.


bird-seen:yes

playback-used:no",,191113,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-07-26,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"In suburban region of Kyoto city.  Preening.  The strong high-frequency background
(cicada) and low-frequency noise have been suppressed.


bird-seen:yes

playback-used:no",,190868,//creativecommons.org/licenses/by-nc-sa/4.0/
